SSE-601166,SSE-601117,SSE-600089,SSE-600048,SSE-600583,SSE-600316,SSE-601006,SSE-600150,SSE-600143,SSE-601179,SSE-600795,SSE-600050,SSE-600362,SSE-600016,SSE-601857,SSE-600108,SSE-600276,SSE-601088,SSE-601898,SSE-601808,SSE-601607,SSE-601288,SSE-601988,SSE-601998,SSE-600642,SSE-600585,SSE-600809,SSE-601333,SSE-601328,SSE-601118,SSE-600887,SSE-600895,SSE-600015,SSE-600600,SSE-601939,SSE-601377,SSE-600837,SSE-601991,SSE-601688,SSE-600019,SSE-600352,SSE-601099,SSE-600309,SSE-600415,SSE-601398,SSE-600008,SSE-601106,SSE-600383,SSE-601933,SSE-600519,SSE-601958,SSE-600489,SSE-600009,SSE-601601,SSE-600999,SSE-601168,SSE-600031,SSE-600036,SSE-601699,SSE-600085,SSE-601098,SSE-600660,SSE-600188,SSE-601318,SSE-600267,SSE-601668,SSE-601158,SSE-601009,SSE-600030,SSE-600011,SSE-601600,SSE-600029,SSE-600111,SSE-600028,SSE-600118,SSE-600166,SSE-600875,SSE-601628,SSE-601186,SSE-600348
0.035542289790211255,0.03369903469673907,0.034339546978096915,0.025222954072908678,0.022265642169060372,0.015611065513904702,0.03349764651782819,0.0016561513276438801,0.008691192989282975,0.022561288126351844,0.015839190662160496,0.013216170495702173,0.0269725553422693,0.025178992768157014,0.009913140536115186,0.009859099657995975,0.028908376688293984,0.00121703058574349,0.010755674075278417,0.028849792103366047,0.053307822597896216,0.005986046496659546,-0.00255682689737066,0.00708957056199047,0.044009776994941546,0.04335002861309522,0.06558091880998285,0.020171695424693287,0.010110483043424899,0.021352649201499457,0.031411279301023186,0.030831455923436696,0.03245862180100421,0.028778777147253614,-0.0010892668368781995,0.013239353655108027,0.02620773714704827,0.03855514594592636,0.016887965939121476,0.0010215522011469667,0.02870514877546573,0.04720075339087937,0.05115585242291823,0.005540897062139925,0.0009018703036356552,0.008570301335844613,0.015343007320490078,0.04578060315305781,0.010908157903358843,0.03133847774853253,0.04350154018795027,0.016705754076568068,-0.002289575828408702,0.019300505885289778,0.032111294414866584,0.010413702633034197,0.014444664992986182,0.008756758825998806,0.04185122309890285,0.05034434812118303,0.04951572914246606,0.013930634567614949,0.010824453155983134,0.02487040309598206,0.00729797753742673,0.012302563148955893,0.03293999430668876,0.04374849980496712,0.02301250121406559,0.021778361888825194,-0.002116172652226525,0.02684979414332671,-0.02643763821021241,0.009648440497385651,-0.014446523256009751,0.034107168017742585,0.010835434207810123,-0.009261257377552203,-0.011915952988623173,0.045172264279872205
0.005854998937407005,-0.024456601372363773,0.04178932769371071,-0.005811922139274517,0.023385181203092315,0.006142435680018508,0.01359782190652629,0.021725378711144484,-0.034286639841474564,0.04964787006184591,0.002560495724904903,0.011630276505295701,0.03772087399194789,-0.02125489264625704,0.013610143531373327,0.0026010223157558188,0.02282488951625993,0.024052478596134574,0.030529584473679698,0.03199448549402075,0.03056110957845235,0.013355793777125875,0.025598409012024665,0.020491546228621187,0.013377230587657732,0.0062626074825930435,-0.024843444763451104,-0.013738297034950806,0.01572299990992711,0.047423975133650174,-0.02154569860568356,0.025475501423778937,0.011699723188742362,-0.00876398751900682,0.006811916504974523,0.030089517511635668,-0.01538205095863003,0.02543196854047929,0.018163661092351745,0.008173421560572951,0.06378368640363058,0.004292460741185872,-0.014793036537661633,0.04256961234035767,0.00997021395677599,-0.012199559787239687,0.04513441902940001,0.01736435026213084,0.03767041475418118,0.016683052309642298,0.04107521491481567,0.040078515957764585,-0.003682599906832825,-0.005630765515432606,-0.008898542466561778,0.03031331255896772,0.011556632802012922,0.015422368150052967,0.02282712242343882,-0.018664431683384525,0.005795434490564753,0.004913139616397965,0.008415900693599852,0.0035299367510758252,0.02603281716594647,0.009280997326116517,0.012601498678664481,0.007001487782450851,-0.018953041350735937,0.006532985546770548,0.017391833954448314,0.04627470416935389,0.029032055203271075,0.019235631429323358,0.0024062170406163328,0.04993117297793381,0.01360624723130681,0.012390005243355914,0.027419841209640427,0.06802969879435167
-0.014961465121139498,-0.05377052182259687,-0.0214556252108404,-0.045866548627799104,-0.06061153677210879,-0.0500671003517911,-0.023625158179855246,-0.059519718767294734,-0.029429784724713977,-0.06816308265755008,-0.033464819337362194,-0.033237852047222204,-0.0631678629463186,-0.02115576757055989,-0.023091330030980798,0.010693034008444437,-0.0028473826318322184,-0.05095952647238234,-0.07258230007374684,-0.05167370048899963,-0.025155927924569683,-0.02271187390405216,-0.026313921562071123,-0.026005766790372142,-0.03800454943478379,-0.07126180511423491,-0.03887068780796376,-0.01563646081243646,-0.02452641223799112,-0.0475551274470251,-0.006061868596314027,-0.0014899816575140563,-0.020731315165408815,-0.006132621281016884,-0.03108247471484532,-0.042609162526513526,-0.02802791019310426,-0.05221999520539016,-0.019299535795755874,-0.04085677757406212,-0.05543860015620357,-0.02621026537944419,-0.03304864398737715,-0.05814937196029725,-0.016429736287553873,-0.01435924116116007,-0.05155772424130916,-0.04287785239551697,0.0012733379647996163,-0.02158577903507272,-0.04590916428283826,-0.058759166728531584,-0.007157277681008046,-0.022553459417047284,-0.04380909313037551,-0.05173721036072793,-0.043845603817495755,-0.028894371659787733,-0.06846241896969936,-0.02473466278155217,-0.0009636376688473126,-0.01723049085096718,-0.051670947476829356,-0.04131312310707301,-0.017711329520078384,-0.0571819638861302,0.0016383089782968665,-0.018955178554170758,-0.01009924918514498,-0.05641369664864646,-0.036254190551466885,-0.056825140127227565,-0.01918325415631562,-0.021195970411083682,-0.03672695200874353,-0.03699708612618727,-0.030811456828979282,-0.052819298400288955,-0.05306012502871633,-0.06298519858737969
-0.023926490363033407,-0.0222313115187833,-0.04883112363783056,-0.04880369088038065,-0.032932851885994215,-0.04918007883835726,-0.008913522295448052,-0.05937682888251449,-0.046539986797462546,-0.06527857574268522,-0.02490821588667817,-0.0006077383846669243,-0.08325585679119453,-0.01781058217987204,-0.00656678031635498,-0.0974518262316622,-0.014704220027365355,-0.028310004524993042,-0.05268353303069202,-0.06547004574007206,-0.04093753775513987,-0.013834689815754905,-0.009345199775764956,-0.054290901805169614,0.007286823083919102,-0.020286721663782564,-0.0441506352955634,-0.0047458286675394175,-0.021706958456815945,-0.07226283218372742,-0.007836916338680016,-0.03981683993044246,-0.0223667801085453,-0.01070659043978022,-0.008408799595608548,-0.05258399677942291,-0.04816092819603293,-0.003456306039103011,-0.04270960262009968,-0.025454108654872007,-0.08070722327502436,-0.044562537623925785,-0.03340943440011006,-0.09810244785725164,-0.009392875778748986,-0.04684870007167309,-0.07435714210760636,-0.050326290406007355,-0.01324876280391443,-0.029716077324167253,-0.0784256869622389,-0.06168479412695807,-0.005381615505117759,-0.02627004673929824,-0.05459085772298065,-0.06812981179773835,-0.03471406106967348,-0.020189853803188065,-0.06562404774737673,-0.010954048569165967,-0.0350879389657722,-0.03332179041064336,-0.06161556838949528,-0.05069578122955551,-0.014724241118609295,-0.03736088156261712,-0.05003069083021043,-0.023382628190152,-0.05636526563378182,-0.01367481251485069,-0.0023708422014181605,-0.07569715675157197,0.015754486414265988,-0.015819075960979888,-0.06374141233453166,-0.07880912329182119,-0.010116191194027952,-0.04848209602827552,-0.07066963722388674,-0.08304301906782441
0.006313623447140352,0.006489696220355401,0.059926463596853385,-0.00120991419624899,0.04289975162598729,0.02210269044040003,-0.009559848788631408,0.039228827807936566,0.0786560273205838,0.059334458381738196,-0.009872681669112225,0.0058205076392899265,0.05826056887356723,-0.015751106366762253,-0.0014376188249254523,0.04414884318675786,0.024823170822422296,0.018584065567806455,-0.002767434233039867,0.06222032288526138,0.07649417512062745,-0.01077729431101206,0.002764589448314436,-0.005339090999948171,0.013115723645233678,0.02080656260455006,0.024939930547376497,-0.011154395661796376,-0.004851934754161549,0.04762378533092129,0.021178512782351427,0.04772479444133015,-0.006063560844105966,0.03494482168393362,-0.014022768789370147,0.03527943185833246,0.021085218987798703,-0.014132628065975136,0.034948580570400435,0.0052388675402148515,0.04948417723804255,0.05101382972200493,0.021950616270197267,0.07413586699433047,-0.008881462249498066,-0.0016518857609457926,0.04965664720182689,-0.02321327274656065,0.0511852500205766,0.0036317816599351948,0.08382404749768686,0.05297498393325208,0.0058916299536458504,0.013911678533422442,0.005924350346353264,0.07752742124916213,0.02621458126367589,-0.010785383033614296,0.04918250975457198,0.027944526705081536,0.030486835776141415,0.013102007448339177,0.03658991795619741,0.022070136528267562,0.06914393171659625,0.02874023705662747,-0.005009381229168859,0.008041853252736738,0.02576344675750983,-0.004959923841917617,0.02612204814396998,0.049395343900376386,0.03622373480344481,0.007449897048474455,0.026417912782030848,0.06196928364983496,0.05145095366507414,0.010690360148886038,0.035272463825880486,0.06629441274397592
0.010516460116043574,-0.011594523756272354,-0.013219164615348238,0.016850831949843027,0.0003723480929734769,0.00044040925121196877,0.01091107763431066,-0.013592224805956322,-0.001981863296793853,-0.023123376308585283,-0.016211773350741216,0.01931609188750985,0.023698662926929785,0.008047738933642782,0.0028145208187821793,-0.010519116471726837,0.019765247023721406,0.02290988536053924,0.014296801852121885,0.0013801578397647282,-0.02766426097436706,0.015507603445581244,0.01267131197676261,0.010318288029784604,-0.001209275386744207,0.018707606482517816,0.02844574426619488,0.011343840169533811,0.021341974039672102,-0.0178358222746012,0.01017204810114665,-0.01570505951900958,-0.001761890749506626,0.012633974877901966,0.02006172938295029,0.03224611704880655,0.023294533002300874,0.002628697601139621,0.02701801878325805,0.02523345449048504,-0.013349063888640995,0.009193079849001168,0.02337989504132954,-0.021163339273864847,0.011562736594362907,-0.026395800160930336,-0.04182556709275856,0.012188715247264488,0.02519006313109873,0.022382273539049487,-0.009606088105763303,-0.0019952454666065616,-0.003728721910761318,0.012088165401837207,0.020254194230378143,0.005253987718195663,0.01188446529871676,0.013851213047082717,0.01491444895900573,0.00403755941612779,0.02869926595899916,0.007693033062423067,0.00988159322683525,0.0032117074544442043,0.00539624469979195,0.0026828923681419545,-0.01554441694685278,0.007442297251542101,0.034392927319524334,-0.01131581659785761,-0.007775395934203356,-0.02873761179568526,-0.004478331155793158,0.008275532116295746,0.010288746373831054,-0.0075783400939842364,0.016731015231286315,0.009080127436776296,-0.0031045441490861435,-0.003100716976003881
0.022304978471444317,-0.03558502748984802,-0.011994003427482051,0.027442226258664226,-0.04922615338827832,-0.01238636085026667,0.007443723750289522,-0.024094225952650185,-0.005257576450791324,0.0023925800579445485,0.004073600338620867,-0.006450519533026345,-0.008953991874391035,0.03825479315697546,0.018136010456668853,-0.026260256020118885,0.023826875804576382,0.012459626682969068,0.03302094911923062,-0.028604323813195928,-0.0005981108472378931,0.016662621258223365,0.025371481051786226,0.010729872469020286,0.007185312154310709,-0.015212732131977331,0.009518869312722054,0.004967117661328653,0.03564728770949948,-0.005878844629031139,0.01705731099815901,-0.015021618694134842,0.04168675962962392,0.0022363810682133065,0.02931310840716221,-0.01213518214131988,-0.007214941045665173,0.01889406207030211,-0.013097241955035673,0.0017589380940947598,0.004207322334110404,-0.012080389616995053,-0.0062978645325411295,0.024863103477320982,0.025674353549393854,-0.005915744034947352,-0.0002905123779284634,0.037034251001636105,-0.007964794393777789,0.005739548634162048,-0.01440620435266785,-0.03199757385551246,0.009016602194036296,0.028532440564165557,0.011783548108338203,-0.012572792718295374,-0.006913759556855199,0.043087030937384384,0.00697020306731988,0.02097933232905562,0.0009431561505035527,0.0005401997880361719,0.00959816547696912,0.010274908828252945,-0.00957411655536558,0.008146741436107555,0.004938211126340328,0.0277633445505876,0.002899911978652045,0.03341125030508775,-0.003157518546160739,0.006472417214723271,-0.008788973653933552,0.009937993195161579,-0.02160187398597483,-0.019434514230062445,0.0068759394216879625,0.019424649943331995,-0.036514161870828316,-0.00842853310729944
0.005420141578198954,0.006692667115647008,0.006978304614998246,0.023083026722305833,0.0027351116827353285,3.720133464187633e-5,-0.010442731374513944,-0.000707458344559346,0.03833858023364594,-0.025747115783612873,-0.002546580872830791,-0.04174237560997374,0.014638564935393608,0.01819951054073935,-0.013674055832716121,-0.025540733255237164,-0.001057279497759871,0.00526136244253751,-0.0037685237140479737,0.01218431665902374,0.009435372038256859,0.00658932565246062,0.007208323832192924,0.002222725227762087,-0.015901813311624546,0.012169552776108029,0.01576893984266467,-0.0019421893184472438,0.0023649895126561958,-0.017713842612492592,0.0029807785257570476,0.00997615672322892,0.021609926403633635,0.009240865366827583,-0.0008482415283280187,-0.011423863510005709,0.009401015372839966,0.01155948128440789,0.022832879938182386,0.004930335163284248,0.010108060203369752,0.03199558832770202,0.014301198527297684,-0.03749382610908341,0.009506655471302463,-0.011184105022676114,-0.0053650299839769185,0.0078046470808018345,0.012752440503513944,0.010392298963216043,-0.017031120392883146,0.011458627413525812,0.013796806397895456,0.0261675308427572,0.004312337949431647,-0.011602573787811888,0.013508325171207813,0.01976072841659269,-0.008748312028269544,-0.011316385174641463,0.005120139856787,0.015528006600765056,0.0183661355496739,0.014943219695932307,-0.007127009060063437,0.0141688623163082,0.018034854406138626,0.0218770063563262,0.010099875321284639,0.03427390393467362,-0.01736286005948932,0.02371010647214856,-0.014947879562120046,-0.01679025198631741,0.020454980802279258,0.024102137023998438,0.004721120672831887,0.03575745149057634,-0.016107352082138676,-0.005006420007862462
0.02904858355398789,0.006453587852254587,0.03221145978052684,-0.003369739906953585,-0.0038369609369421813,0.030069577296569675,0.02154707375848471,0.016017040154864038,0.02419798405246264,0.016815174279224285,0.009032746055019119,-0.009073067920708824,0.027076565070424483,-0.0032463580234127435,0.0035600824783769496,-0.03395744975994707,-0.004641094710567984,-0.01033190155746733,-0.009383318058836604,-0.03429483554586408,0.03104156342235398,0.01539912495126831,0.008719214370893378,0.03513574838817988,-0.01366748837832045,0.01742296239270826,0.017610676126355026,0.006244827489154626,0.008561846501081475,-0.038039460359911785,0.043698332423628417,0.015452112385107122,0.034117710551300265,0.0022332554701329386,0.013854205342169704,0.0085928493064321,-0.0011369648384055545,-0.02767756850438718,-0.0021498695940618423,-0.01963570969378725,0.04113592425391574,0.02576825056594775,0.010053254836869202,0.028058312335461418,0.02762806466924104,0.025108978952466908,0.021827999572450532,0.04210743797195409,0.011925503135900602,0.022334015629655677,0.01936335938037339,0.0018904886069883117,0.017689216750373677,0.0038981443736779554,0.0033633080150557246,-0.0040336928545488746,-0.02908748733343145,0.018719833158807816,-0.02236540679349947,0.016300963540047262,0.025973954730775427,-0.004587461530089963,-0.030047822920243772,0.026420155066904503,0.006442895855553165,0.02101277329204467,0.030080253467164593,0.027678377924288507,-0.003432152242405687,-0.02129287962847217,-0.007473135742224799,0.01794724304632189,0.01784625731910551,-0.005910312544660867,0.003917890731087278,0.005701838920738564,0.01473114712741371,0.034936095294571645,0.027558697571745942,-0.03146063805547306
0.013028143407073046,0.008257654686145952,0.012194947466053535,0.028348741593095323,-0.021323559710987074,-0.040380790707407924,-0.0012433740609300874,0.0206553117192379,-0.010621049619447133,-0.001736475909696689,-0.0149270409053688,-0.01658041117591968,0.025311337909862768,0.024408830838589884,0.016477178186547824,0.0005491764104585638,-0.01889105104843627,0.022679385497214315,0.026603776811723805,0.020073966882973637,-0.0037297224450118915,0.004131560228799487,0.015077118142245672,0.05081998164694022,-0.01544911872869676,0.0069272563938769785,-0.02373261619638399,0.0025866218117639285,0.0073347019836675215,0.02827978991564901,-0.036708997752432054,0.016022482654589346,0.0374540540784449,-0.003434591886212226,0.004833972271324479,0.014628903939650939,0.031820535091142445,-0.0010271063592419323,0.038695166480311516,0.028402543890314765,0.017588633136823587,0.030385022442917072,-0.00481256765036021,0.03864906247352206,0.015298022737775138,-0.018862251452957033,0.029110118025180893,0.013255322275743485,-0.003103043013437676,-0.0087813792771704,0.006775750298578398,0.042491803426689165,0.008318869770007295,0.01577779764878524,0.03119113789012749,0.02697026630880122,0.013138759109263407,0.019464139293358506,0.038614823546655894,-0.024472954883263478,-0.009692347242574501,0.012900750181390832,0.022070486715398182,0.03891332175918226,-0.008475833286136249,-0.022809255443314212,-0.012442737415839141,0.013773642715891222,0.019195928243115182,-0.008903010845291033,0.006774500059326495,0.012724185431143143,-0.016836717426208216,0.019909070806159272,0.0027435509626748764,0.012038407754603955,-0.0030598664014474908,0.03379946571732108,0.02853297612307602,0.01401239068694435
