60,80,100,120,140,160,180,200
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
104109.42322650606,104434.40299867844,104404.31538972711,105167.43820002896,105508.07954412595,105508.07891935641,105508.07875014706,105508.07518819811
105002.10893839327,105128.822396209,105117.021015769,105414.2868015889,105547.15283471993,105547.15283028795,105547.15282908759,105547.1528038169
108882.54055341159,109308.52887163873,109268.97988410042,110268.8664671871,110715.37461307415,110715.37402685391,110715.37386808508,110715.37052591435
109379.73040735537,109805.79021455592,109765.98713497762,110765.07949851119,111211.64384298543,111211.64378669468,111211.64377144919,111211.64345052051
110413.04794880314,110307.75568562276,110317.63336667168,110070.8555174275,109960.62271498189,109960.62285688249,109960.62289531414,109960.6237043206
111905.32755599848,111945.29588517836,111941.66889530746,112035.80941310966,112077.70599091396,112077.70575077776,112077.70568574056,112077.70431667192
105782.6443552396,105312.77426651065,105356.26137144578,104252.84565390933,103760.33495337784,103760.33589679922,103760.3361523106,103760.34153096292
101918.2943724088,102176.8119172729,102152.43137804948,102757.80725240742,103028.53459313446,103028.53467614097,103028.53469862208,103028.53517186496
104059.8233956563,104405.89733856187,104373.68919369772,105185.69122747816,105548.44238568837,105548.44209986067,105548.44202244858,105548.44039288227
108333.43410240057,109307.39987163292,109216.66409238269,111501.5757514891,112522.36532302549,112522.36453198848,112522.36431774813,112522.35980787048
107406.40447034177,107594.29622725645,107576.6123865248,108016.66800416523,108213.7259289465,108213.72641766614,108213.72655002843,108213.72933632323
105773.62159472812,106276.93966476817,106229.79173601313,107409.58247657091,107937.01356080222,107937.0135921891,107937.0136006898,107937.01377963558
106557.88540812452,107070.74960607666,107022.85026417395,108225.54602299754,108763.0945090164,108763.0944153158,108763.09438993844,108763.09385573096
101921.26456961622,102481.91604742953,102429.18766998606,103742.5511152058,104330.05706216535,104330.05756499516,104330.05770117902,104330.06056792241
102833.10570134848,103833.47201055857,103740.02945108297,106085.92041172914,107134.34080745927,107134.34048937542,107134.34040322727,107134.33858976347
104459.817246833,106115.85786445664,105961.17274790841,109844.64789081289,111580.25543601408,111580.25493172358,111580.25479514418,111580.25192007147
102217.75299279262,103169.27388142858,103080.10842165495,105310.30290517103,106307.67533823884,106307.67593629619,106307.67609827094,106307.67950792545
103174.0388519101,103672.18978971176,103625.64595736047,104793.7417340054,105315.96094334475,105315.96105583275,105315.96108629847,105315.96172762022
104118.36985173362,104485.71200969475,104451.42003573802,105312.91277497959,105697.9699216821,105697.96987835165,105697.96986661627,105697.96961958033
100143.65000779016,100684.69209455067,100633.85020497844,101901.44579911735,102468.3900388137,102468.39040513794,102468.39050435132,102468.39259284649
100400.45633381775,100307.71368938824,100316.35889925303,100098.77429397052,100001.6967335768,100001.69701336845,100001.69708914582,100001.69868430159
101346.6960705743,102302.13441970383,102212.93659125024,104453.68812720527,105454.9048902079,105454.90427166228,105454.90410413861,105454.90057767501
101006.30603663203,101724.98088422342,101657.74602113283,103342.63133281293,104095.9116006926,104095.91175484027,104095.91179658881,104095.9126754158
100622.72576077939,101497.13006467267,101415.35855857072,103465.48958988833,104381.91430350918,104381.9142710685,104381.91426228246,104381.91407733176
102846.94175198978,103497.44828014022,103436.76001264736,104962.47522983197,105644.3631256059,105644.36298240906,105644.36294362637,105644.36212722945
101592.70270040486,102343.57606492037,102273.29246181363,104033.54483836434,104820.48792635607,104820.48801980643,104820.48804511607,104820.48857789664
98867.35229578146,99499.92540963118,99440.58919553523,100923.02164772156,101585.98284225809,101585.98320914099,101585.98330850567,101585.98540018649
102864.06201707314,102345.59172626823,102394.25768258027,101179.2815755352,100636.18081933736,100636.18092707133,100636.18095624947,100636.18157046639
101498.53755743253,102132.23116223825,102072.96841355792,103558.77859107082,104222.70345533705,104222.70304852552,104222.70293834682,104222.70061902523
99642.31750060848,100337.3554774142,100272.24941885262,101901.4202593934,102629.83620343648,102629.83638411196,102629.83643304517,102629.83746311408
101614.33583273624,102204.69392474453,102149.6207687167,103534.28154421304,104153.09957584827,104153.0994030678,104153.09935627285,104153.09837121412
101535.21839006055,102103.93088081756,102050.74969861313,103384.15946050794,103980.22922205178,103980.22924166008,103980.22924697072,103980.22935876121
101296.79266410832,101751.64812152843,101709.09552847748,102775.47938554653,103252.22952708391,103252.22960965932,103252.22963202363,103252.23010280446
102526.24852665442,103438.6975446281,103353.4977341366,105493.33958197937,106449.61769720855,106449.61733453571,106449.6172363113,106449.61516863394
103098.53717781862,104101.0310033303,104007.34278048782,106358.02420230731,107408.73339302075,107408.73328423031,107408.73325476608,107408.73263452623
105527.99627721243,106725.7821809869,106613.96599386551,109423.05005909299,110678.46631533073,110678.46594445198,110678.46584400513,110678.46372954319
110260.70496218253,111266.5058895102,111172.76815485199,113532.1805381969,114586.50245347156,114586.50201019146,114586.50189013578,114586.49936289655
105256.82700875436,106257.8964955411,106163.96097491495,108509.84369846957,109558.95346740507,109558.95403766906,109558.9541921164,109558.95744331519
103017.28921550591,104559.45974576625,104415.15430430791,108030.61594538267,109646.81147567753,109646.81146571197,109646.811463013,109646.81140619985
107695.03065313627,108839.01710332859,108732.34127331333,111415.67233974859,112614.86427458971,112614.86393792988,112614.86384675071,112614.86192737885
109694.6961041056,111057.00784042125,110929.78130001177,114124.51942726198,115552.36125933673,115552.36092614279,115552.36083590228,115552.35893628866
109365.34276301801,110271.22217019984,110186.46944616534,112310.21893130626,113259.75018968436,113259.75044973027,113259.75052015977,113259.75200273732
108962.5445905613,110022.47489655938,109923.3553803771,112408.47619399965,113519.35053338214,113519.3505039362,113519.35049596126,113519.35032808485
107145.63740107456,108177.77550199315,108081.14724719644,110500.68483452735,111582.43310507729,111582.43332477762,111582.43338428014,111582.43463684016
108609.98327268712,110311.4316765771,110152.49100169017,114142.3947015134,115925.58783739264,115925.58734475798,115925.5872113354,115925.58440271765
105891.99914439917,107943.17596683907,107751.23342831658,112559.95796715203,114709.66863725006,114709.66877516912,114709.6688125224,114709.66959882724
107434.37855032679,109597.50763252086,109395.36704933393,114467.59814928261,116734.78620221457,116734.78597250985,116734.78591029784,116734.7846007013
113384.67055897794,115613.07231049096,115405.12117598676,120631.50922667944,122967.21701857055,122967.21631163938,122967.21612017782,122967.21208980642
113724.16862551286,116267.84021813331,116030.05230249283,121994.2817750297,124660.25102115737,124660.25082912017,124660.2507771098,124660.2496822602
114155.65762801003,116166.71271299533,115978.67231801266,120693.85294393555,122801.74990360656,122801.7501144123,122801.75017150586,122801.75137335509
119943.8870934905,121739.20621548046,121571.71801536642,125782.54448745199,127664.38819906261,127664.38764750405,127664.38749812281,127664.38435356691
118238.13343899368,120085.86604709299,119912.99297144395,124244.87540986901,126181.43541148303,126181.43557969115,126181.43562524779,126181.43658423684
113855.27125363295,115838.48034376824,115652.76643257572,120301.63540258945,122380.11248714465,122380.11291832046,122380.11303509791,122380.1154933272
115599.954731537,117685.78554447685,117490.88525081304,122381.92719294099,124568.1052026658,124568.1049544865,124568.10488727094,124568.10347234813
119664.46502188682,121246.82189509747,121099.1102587874,124810.07997627814,126468.73417406282,126468.73395847858,126468.73390009087,126468.73267099647
121766.61553771811,123053.58450846,122933.37416636379,125951.32286493409,127300.2977706996,127300.29767637713,127300.29765083134,127300.29711307719
116048.83432306237,117931.57160218466,117755.19376443203,122168.29409928092,124141.34956866363,124141.34992697627,124141.35002401982,124141.35206683887
115210.38361509245,117270.3276665154,117077.67964451824,121907.38757909572,124066.36176936318,124066.36177786885,124066.36178017253,124066.36182866707
115993.22003863826,118744.8743139432,118487.6956379009,124939.80652208992,127823.70063476228,127823.70020857544,127823.70009314922,127823.69766336422
118298.70192923959,121742.19145654787,121420.4285851716,129495.04751632549,133104.0879929102,133104.08739396726,133104.0872317527,133104.0838170451
120226.83137088716,122476.49049710002,122266.19578967978,127540.99576620816,129899.1325835175,129899.13294704864,129899.13304550554,129899.13511807406
121558.62318389691,123580.65764977547,123391.67196230449,128132.92276672144,130252.28942644519,130252.28938638735,130252.28937553833,130252.28914716154
117214.76120948835,119096.27887168305,118920.0567697021,123330.41658128824,125302.36424621436,125302.36480767364,125302.3649597364,125302.36816073951
118060.48489803824,119932.55789041924,119757.5758997573,124147.16276772135,126109.3024518827,126109.30236035341,126109.30233556413,126109.30181373825
120691.28904335189,122639.36627744691,122457.40348314831,127025.67879901057,129067.50230552231,129067.50196998009,129067.5018791036,129067.49996610303
120791.4866162859,123202.37041983887,122976.99217461103,128629.86499026159,131156.62596131803,131156.62572435322,131156.62566017493,131156.6243091849
120157.12304616133,122074.3093531244,121894.97683471104,126389.80633941409,128399.28825062637,128399.28856338521,128399.28864809121,128399.29043119728
